graduate_course,course_type,couse_name,professor,major,course_code,time,max_enrollment,total_enrollment,credit,department
[대학원],[논문],대학원논문연구,,음악과(국악전공),661.803(004),,10,0,3,
[대학원],[논문],대학원논문연구,김연상,화학생물공학부,458.803(004),,20,0,3,
[대학원],[논문],대학원논문연구,,음악과(국악전공),661.803(005),,10,0,3,
[대학원],[논문],대학원논문연구,김재정,화학생물공학부,458.803(005),,20,0,3,
[대학원],[논문],대학원논문연구,,음악과(국악전공),661.803(006),,10,0,3,
[대학원],[논문],대학원논문연구,백승렬,화학생물공학부,458.803(006),,20,0,3,
[대학원],[논문],대학원논문연구,성영은,화학생물공학부,458.803(007),,20,0,3,
[대학원],[논문],대학원논문연구,,음악과(국악전공),661.803(007),,10,0,3,
[대학원],[논문],대학원논문연구,이청원,건설환경공학부,457.803(008),,15,0,3,
[대학원],[논문],대학원논문연구,안경현,화학생물공학부,458.803(008),,20,0,3,
[대학원],[논문],대학원논문연구,고희동,건설환경공학부,457.803(009),,10,0,3,
[대학원],[논문],대학원논문연구,오준학,화학생물공학부,458.803(009),,20,0,3,
[대학원],[논문],대학원논문연구,김호경,건설환경공학부,457.803(010),,10,0,3,
[대학원],[논문],대학원논문연구,윤제용,화학생물공학부,458.803(010),,20,0,3,
[대학원],[논문],대학원논문연구,문주혁,건설환경공학부,457.803(011),,20,0,3,
[대학원],[논문],대학원논문연구,이규태,화학생물공학부,458.803(011),,20,0,3,
[대학원],[논문],대학원논문연구,송준호,건설환경공학부,457.803(012),,10,0,3,
[대학원],[논문],대학원논문연구,이종민,화학생물공학부,458.803(012),,20,0,3,
[대학원],[논문],대학원논문연구,채윤병,건설환경공학부,457.803(013),,10,0,3,
[대학원],[논문],대학원논문연구,이종찬,화학생물공학부,458.803(013),,20,0,3,
[대학원],[논문],대학원논문연구,강준석,건설환경공학부,457.803(014),,10,0,3,
[대학원],[논문],대학원논문연구,이창하,화학생물공학부,458.803(014),,20,0,3,
[대학원],[논문],대학원논문연구,김성우,건설환경공학부,457.803(015),,10,0,3,
[대학원],[논문],대학원논문연구,박윤미,건설환경공학부,457.803(016),,10,0,3,
[대학원],[논문],대학원논문연구,Van Thinh Nguyen,건설환경공학부,457.803(017),,10,0,3,
[대학원],[논문],대학원논문연구,김영오,건설환경공학부,457.803(018),,10,0,3,
[대학원],[논문],대학원논문연구,양수현,건설환경공학부,457.803(019),,10,0,3,
[대학원],[논문],대학원논문연구,김영선,음악과(이론·음악학전공),657.803(019),,10,0,3,
[대학원],[논문],대학원논문연구,황진환,건설환경공학부,457.803(020),,10,0,3,
[대학원],[논문],대학원논문연구,오희숙,음악과(이론·음악학전공),657.803(020),,10,0,3,
[대학원],[논문],대학원논문연구,김성렬,건설환경공학부,457.803(021),,10,0,3,
[대학원],[논문],대학원논문연구,정충기,건설환경공학부,457.803(022),,10,0,3,
[대학원],[논문],대학원논문연구,박준범,건설환경공학부,457.803(023),,10,0,3,
[대학원],[논문],대학원논문연구,CHOE JONG KWON,건설환경공학부,457.803(024),,20,0,3,
[대학원],[논문],대학원논문연구,남경필,건설환경공학부,457.803(025),,10,0,3,
[대학원],[논문],대학원논문연구,박주영,건설환경공학부,457.803(026),,10,0,3,
[대학원],[논문],대학원논문연구,이지수,음악과(이론·음악학전공),657.803(032),,10,0,3,
[대학원],[논문],대학원논문연구,서정은,음악과(이론·음악학전공),657.803(048),,10,0,3,
[대학원],[논문],대학원논문연구,이신우,음악과(작곡·지휘전공),657.803(049),,0,0,3,
[대학원],[논문],대학원논문연구,전상직,음악과(작곡·지휘전공),657.803(050),,0,0,3,
[대학원],[논문],대학원논문연구,최우정,음악과(작곡·지휘전공),657.803(051),,0,0,3,
[대학원],[논문],대학원논문연구,김규동,음악과(작곡·지휘전공),657.803(052),,0,0,3,
[대학원],[논문],대학원논문연구,임종우,음악과(작곡·지휘전공),657.803(053),,0,0,3,
[대학원],[논문],대학원논문연구,Sebastian Claren,음악과(작곡·지휘전공),657.803(054),,0,0,3,
[대학원],[논문],대학원논문연구,장윤성,음악과(작곡·지휘전공),657.803(055),,0,0,3,
[대학원],[논문],대학원논문연구,,음악과(관현악전공),657.803(061),,0,0,3,
[대학원],[논문],대학원논문연구,,음악과(관현악전공),657.803(062),,0,0,3,
[대학원],[논문],대학원논문연구,,음악과(관현악전공),657.803(063),,0,0,3,
[대학원],[논문],대학원논문연구,,음악과(관현악전공),657.803(064),,0,0,3,
[대학원],[논문],대학원논문연구,,음악과(관현악전공),657.803(065),,0,0,3,
[대학원],[논문],대학원논문연구,,음악과(피아노전공),657.803(066),,0,0,3,
[대학원],[논문],대학원논문연구,,음악과(피아노전공),657.803(067),,0,0,3,
[대학원],[논문],대학원논문연구,,음악과(피아노전공),657.803(068),,0,0,3,
[대학원],[논문],대학원논문연구,,음악과(피아노전공),657.803(069),,0,0,3,
[대학원],[논문],대학원논문연구,,음악과(피아노전공),657.803(070),,0,0,3,
[대학원],[논문],대학원논문연구,,음악과(피아노전공),657.803(071),,0,0,3,
[대학원],[논문],대학원논문연구,,음악과(피아노전공),657.803(072),,0,0,3,
[대학원],[논문],대학원논문연구,전승현,음악과(성악전공),657.803(075),,5,0,3,
[대학원],[논문],대학원논문연구,박미혜,음악과(성악전공),657.803(074),,5,0,3,
[대학원],[논문],대학원논문연구,서혜연,음악과(성악전공),657.803(073),,10,0,3,
[대학원],[논문],대학원논문연구,Zoran Todorovic,음악과(성악전공),657.803(078),,5,0,3,
[대학원],[논문],대학원논문연구,윤태현,음악과(성악전공),657.803(077),,5,0,3,
[대학원],[논문],대학원논문연구,박미자,음악과(성악전공),657.803(076),,5,0,3,
[대학원],[논문],대학원논문연구,Vargas Aguilar Ramon Arturo,음악과(성악전공),657.803(080),,5,0,3,
[대학원],[논문],대학원논문연구,Vesselina Ivanova Kazarova,음악과(성악전공),657.803(079),,5,0,3,
[학사],[전선],무기 및 재료화학,정인,화학생물공학부,458.311A(001),월(14:00~15:15) 수(14:00~15:15),60,0,3,
[학사],[전선],물리화학 2,류재윤,화학생물공학부,458.202(001),월(09:30~10:45) 수(09:30~10:45),60,0,3,
[학사],[전선],물리화학 2,이건희,화학생물공학부,458.202(002),월(09:30~10:45) 수(09:30~10:45),60,0,3,
[대학원],[전선],물질전달,윤태준,화학생물공학부,458.612(001),월(15:30~16:45) 수(15:30~16:45),40,0,3,
[대학원],[전필],박사과정연주회,오희숙,음악과,657.715(001),,60,0,1,
[학사],[전선],반응공학 2,김병수,화학생물공학부,458.402(001),월(15:30~16:45) 수(15:30~16:45),50,0,3,
[학사],[전선],분리공정,홍무선,화학생물공학부,458.407(001),화(14:00~15:15) 목(14:00~15:15),50,0,3,
[학사],[전선],분자생물공학,서상우,화학생물공학부,458.410(001),월(09:30~10:45) 수(09:30~10:45),50,0,3,
[대학원],[전선],분자열역학,윤태준,화학생물공학부,458.602(001),화(14:00~15:15) 목(14:00~15:15),40,0,3,
[학사],[전선],독일어권의 문학과 예술,조성희,독어독문학과,100.120A(001),월(11:00~12:15) 수(11:00~12:15),30,0,3,
[학사],[전선],동남아시아문명의 이해,서지원,아시아언어문명학부,100.170(002),화(11:00~12:15) 목(11:00~12:15),20,0,3,
[학사],[전선],미술사와 시각문화,신준형,고고미술사학과(미술사학전공),100.160(001),금(13:30~16:20),30,0,3,
[학사],[전선],동남아시아 디아스포라의 과거와 현재-지역과 세계,김지현,아시아언어문명학부,1003.352(002),목(12:30~13:45) 목(14:00~15:15),20,0,3,
[학사],[전선],동남아시아 문학 특강,,아시아언어문명학부,1003.254(002),수(12:30~13:45) 수(14:00~15:15),20,0,3,
[학사],[전선],말레이-인도네시아어 강독 2,이주영,아시아언어문명학부,1003.354(002),화(17:00~18:15) 목(17:00~18:15),20,0,3,
[학사],[전선],베트남어 강독 2,이현정,아시아언어문명학부,1003.455(002),월(14:00~15:15) 월(15:30~16:45),20,0,3,
[대학원],[논문],대학원논문연구,정승철,국어국문학과,101.803(005),,20,0,3,
[대학원],[논문],대학원논문연구,정병설,국어국문학과,101.803(008),,20,0,3,
[대학원],[논문],대학원논문연구,김유중,국어국문학과,101.803(006),,20,0,3,
[대학원],[논문],대학원논문연구,방민호,국어국문학과,101.803(007),,20,0,3,
[대학원],[논문],대학원논문연구,La Shure Charles,국어국문학과,101.803(015),,20,0,3,
[대학원],[논문],대학원논문연구,문숙영,국어국문학과,101.803(013),,20,0,3,
[대학원],[논문],대학원논문연구,황선엽,국어국문학과,101.803(012),,20,0,3,
[대학원],[논문],대학원논문연구,김종욱,국어국문학과,101.803(009),,20,0,3,
[대학원],[논문],대학원논문연구,서철원,국어국문학과,101.803(017),,20,0,3,
[대학원],[논문],대학원논문연구,손유경,국어국문학과,101.803(016),,20,0,3,
[대학원],[논문],대학원논문연구,이진호,국어국문학과,101.803(014),,20,0,3,
[대학원],[논문],대학원논문연구,박진호,국어국문학과,101.803(011),,20,0,3,
[대학원],[논문],대학원논문연구,조해숙,국어국문학과,101.803(010),,20,0,3,
[대학원],[논문],대학원논문연구,김대중,국어국문학과,101.803(019),,20,0,3,
[대학원],[논문],대학원논문연구,홍승진,국어국문학과,101.803(021),,20,0,3,
[대학원],[논문],대학원논문연구,최윤지,국어국문학과,101.803(020),,20,0,3,
[대학원],[논문],대학원논문연구,이화진,국어국문학과,101.803(018),,20,0,3,
[대학원],[논문],대학원논문연구,이강재,중어중문학과,102.803(006),,40,0,3,
[대학원],[논문],대학원논문연구,이옥주,중어중문학과,102.803(007),,40,0,3,
[대학원],[논문],대학원논문연구,박정구,중어중문학과,102.803(005),,40,0,3,
[대학원],[논문],대학원논문연구,천진,중어중문학과,102.803(008),,40,0,3,
[대학원],[전선],미국시,봉준수,영어영문학과,103.630A(001),화(13:30~16:20),10,0,3,
[학사],[전선],미국시,오예슬,영어영문학과,103.404(001),월(15:30~16:45) 수(15:30~16:45),40,0,3,
[대학원],[논문],대학원논문연구,박용예,영어영문학과,103.803(007),,5,0,3,
[대학원],[논문],대학원논문연구,민은경,영어영문학과,103.803(006),,5,0,3,
[대학원],[논문],대학원논문연구,봉준수,영어영문학과,103.803(008),,5,0,3,
[대학원],[논문],대학원논문연구,손영주,영어영문학과,103.803(009),,5,0,3,
[대학원],[논문],대학원논문연구,나은하,영어영문학과,103.803(005),,5,0,3,
[대학원],[논문],대학원논문연구,이재영,영어영문학과,103.803(018),,5,0,3,
[대학원],[논문],대학원논문연구,손창용,영어영문학과,103.803(010),,5,0,3,
[대학원],[논문],대학원논문연구,유은정,영어영문학과,103.803(014),,5,0,3,
[대학원],[논문],대학원논문연구,이용원,영어영문학과,103.803(017),,5,0,3,
[대학원],[논문],대학원논문연구,이미정,영어영문학과,103.803(016),,5,0,3,
[대학원],[논문],대학원논문연구,송미정,영어영문학과,103.803(011),,5,0,3,
[대학원],[논문],대학원논문연구,안지현,영어영문학과,103.803(012),,5,0,3,
[대학원],[논문],대학원논문연구,이동신,영어영문학과,103.803(015),,5,0,3,
[대학원],[논문],대학원논문연구,오예슬,영어영문학과,103.803(013),,5,0,3,
[대학원],[논문],대학원논문연구,한서린,영어영문학과,103.803(022),,5,0,3,
[대학원],[논문],대학원논문연구,허장욱,영어영문학과,103.803(023),,5,0,3,
[대학원],[논문],대학원논문연구,조선정,영어영문학과,103.803(021),,5,0,3,
[대학원],[논문],대학원논문연구,이정미,영어영문학과,103.803(019),,5,0,3,
[대학원],[논문],대학원논문연구,임재인,영어영문학과,103.803(020),,5,0,3,
[대학원],[논문],대학원논문연구,이하람,영어영문학과,103.803(024),,5,0,3,
[대학원],[전선],불어통사론,,불어불문학과,104.607(001),월(18:00~20:50),10,0,3,
[대학원],[전선],불어의미론,,불어불문학과,104.608(001),화(15:30~18:20),10,0,3,
[대학원],[논문],대학원논문연구,,불어불문학과,104.803(005),,5,0,3,
[대학원],[논문],대학원논문연구,,불어불문학과,104.803(006),,5,0,3,
[대학원],[논문],대학원논문연구,,불어불문학과,104.803(007),,5,0,3,
[대학원],[논문],대학원논문연구,,불어불문학과,104.803(008),,5,0,3,
[학사],[전선],독일어집중회화 2,Florian Thaller,독어독문학과,105.230(001),월(12:30~13:45) 수(12:30~13:45),30,0,3,
[학사],[전선],독어학의 이해,강창우,독어독문학과,105.227(001),화(11:00~12:15) 목(11:00~12:15),30,0,3,
[학사],[전필],독문법 및 작문,서유진,독어독문학과,105.228(001),월(15:30~16:45) 수(15:30~16:45),30,0,3,
[학사],[전선],독일소설,최가람,독어독문학과,105.323A(001),화(09:30~10:45) 목(09:30~10:45),30,0,3,
[학사],[전선],독일시,김태환,독어독문학과,105.322B(001),화(15:30~16:45) 목(15:30~16:45),30,0,3,
[학사],[전선],독문학과 공연예술,,독어독문학과,105.329A(001),월(14:00~15:15) 수(14:00~15:15),30,0,3,
[학사],[전선],독일문학사 2,,독어독문학과,105.232(001),금(10:00~12:50),30,0,3,
[학사],[전선],독일어의 구조,,독어독문학과,105.331(001),,30,0,3,
[대학원],[논문],대학원논문연구,,불어불문학과,104.803(009),,5,0,3,
[대학원],[전선],독일문예학연습,조성희,독어독문학과,105.660(001),화(14:00~16:50),15,0,3,
[대학원],[전선],독어학연구방법연습,구명철,독어독문학과,105.656(001),목(14:00~16:50),15,0,3,
[대학원],[전선],독일문예학연습,,독어독문학과,105.660(002),수(14:00~16:50),15,0,3,
[학사],[전선],독일문화이론,,독어독문학과,105.424(001),화(14:00~15:15) 목(14:00~15:15),30,0,3,
[대학원],[전선],독일작가연습,,독어독문학과,105.655(001),,15,0,3,
[대학원],[전선],독일소설및이론연구,조향,독어독문학과,105.668(001),목(10:00~12:50),15,0,3,
[대학원],[논문],대학원논문연구,정항균,독어독문학과,105.803(006),,15,0,3,
[대학원],[논문],대학원논문연구,김태환,독어독문학과,105.803(005),,15,0,3,
[대학원],[논문],대학원논문연구,홍진호,독어독문학과,105.803(007),,15,0,3,
[대학원],[논문],대학원논문연구,조향,독어독문학과,105.803(008),,15,0,3,
[학사],[전선],러시아어의 과거와 현재,,노어노문학과,106.326A(001),화(11:00~12:15) 목(11:00~12:15),20,0,3,
[학사],[전선],러시아문예학개론,,노어노문학과,106.242A(001),화(12:30~13:45) 목(12:30~13:45),20,0,3,
[학사],[전필],러시아문학사 2,,노어노문학과,106.328(001),화(09:30~10:45) 목(09:30~10:45),20,0,3,
[학사],[전선],러시아문학강독,,노어노문학과,106.233A(001),화(14:00~15:15) 목(14:00~15:15),20,0,3,
[학사],[전선],러시아연극연습,,노어노문학과,106.244(001),월(14:00~16:50),20,0,3,
[학사],[전선],러시아환상문학,,노어노문학과,106.343(001),,20,0,3,
[대학원],[논문],대학원논문연구,조성희,독어독문학과,105.803(009),,15,0,3,
[대학원],[논문],대학원논문연구,,독어독문학과,105.803(010),,15,0,3,
[대학원],[논문],대학원논문연구,,독어독문학과,105.803(011),,15,0,3,
[대학원],[전선],러시아문학비평론연습 (<미정>),,노어노문학과,106.733(001),금(14:00~16:50),5,0,3,
[대학원],[전선],러시아시연습 (<미정>),,노어노문학과,106.673(001),화(14:00~16:50),5,0,3,
[대학원],[전선],러시아어통사론특강 (<미정>),,노어노문학과,106.650(001),월(14:00~16:50),5,0,3,
[대학원],[전선],러시아어 논문쓰기 연습2,,노어노문학과,106.608(001),수(14:00~16:50),5,0,3,
[학사],[전선],러시아어에세이연습,,노어노문학과,106.404(001),화(12:30~13:45) 목(12:30~13:45),20,0,3,
[학사],[전선],러시아문학작가연구 2,,노어노문학과,106.446(001),월(14:00~15:15) 수(14:00~15:15),20,0,3,
[학사],[전선],라틴아메리카 영화와 현대사회,,서어서문학과(서어서문학전공),107.437A(001),금(13:00~15:50),25,0,3,
[학사],[전선],브라질 사회와 문화,서어서문학과(연계전공,라틴아메리카학),1071.205(001),화(12:30~13:45) 목(12:30~13:45),12,0,3,
[대학원],[논문],대학원논문연구,,서어서문학과(서어서문학전공),107.803(005),,3,0,3,
[학사],[전선],사회언어학,양수경,언어학과,108.317(001),화(12:30~13:45) 목(12:30~13:45),40,0,3,
[대학원],[논문],대학원논문연구,김건태,국사학과(국사학전공),109.803(005),,15,0,3,
[대학원],[논문],대학원논문연구,허수,국사학과(국사학전공),109.803(006),,15,0,3,
[대학원],[전선],동아시아현대사연습,GROSSHEIM MARTIN,동양사학과,111.653(002),화(09:30~12:20),10,0,3,
[대학원],[논문],대학원논문연구,김경숙,국사학과(국사학전공),109.803(007),,15,0,3,
[대학원],[논문],대학원논문연구,정요근,국사학과(국사학전공),109.803(008),,15,0,3,
[대학원],[논문],대학원논문연구,박성현,국사학과(국사학전공),109.803(011),,15,0,3,
[대학원],[논문],대학원논문연구,고태우,국사학과(국사학전공),109.803(009),,15,0,3,
[대학원],[논문],대학원논문연구,이동원,국사학과(국사학전공),109.803(010),,15,0,3,
[대학원],[논문],대학원논문연구,이하나,국사학과(국사학전공),109.803(012),,15,0,3,
[대학원],[논문],대학원논문연구,GROSSHEIM MARTIN,동양사학과,111.803(013),,5,0,3,
[대학원],[논문],대학원논문연구,김병준,동양사학과,111.803(009),,5,0,3,
[대학원],[논문],대학원논문연구,이원준,동양사학과,111.803(015),,5,0,3,
[대학원],[논문],대학원논문연구,박수철,동양사학과,111.803(011),,5,0,3,
[대학원],[논문],대학원논문연구,김석환,동양사학과,111.803(016),,5,0,3,
[대학원],[논문],대학원논문연구,이은정,동양사학과,111.803(012),,5,0,3,
[대학원],[논문],대학원논문연구,조성우,동양사학과,111.803(014),,5,0,3,
[대학원],[논문],대학원논문연구,박훈,동양사학과,111.803(010),,5,0,3,
[대학원],[논문],대학원논문연구,주경철,서양사학과(서양사학전공),112.803(010),,5,0,3,
[대학원],[논문],대학원논문연구,권윤경,서양사학과(서양사학전공),112.803(008),,5,0,3,
[대학원],[논문],대학원논문연구,장문석,서양사학과(서양사학전공),112.803(012),,5,0,3,
[대학원],[논문],대학원논문연구,김성엽,서양사학과(서양사학전공),112.803(009),,5,0,3,
[대학원],[논문],대학원논문연구,이지은,서양사학과(서양사학전공),112.803(014),,5,0,3,
[대학원],[논문],대학원논문연구,이민용,서양사학과(서양사학전공),112.803(013),,5,0,3,
[대학원],[논문],대학원논문연구,조준희,서양사학과(서양사학전공),112.803(011),,5,0,3,
[학사],[전선],사회철학,공유진,철학과,113.345(001),화(11:00~12:15) 목(11:00~12:15),60,0,3,
[학사],[전선],불교철학특강,,철학과,113.369(001),,60,0,3,
[학사],[전선],사회철학특강,서원주,철학과,113.465(001),월(12:30~13:45) 수(12:30~13:45),60,0,3,
[대학원],[전선],불교철학방법론연구,,철학과(동양철학전공),113.517(001),,20,0,3,
[대학원],[논문],대학원논문연구,박찬국,철학과(서양철학전공),113.803(006),금(12:30~15:20),10,0,3,
[대학원],[논문],대학원논문연구,강상진,철학과(서양철학전공),113.803(007),금(15:30~18:20),10,0,3,
[대학원],[논문],대학원논문연구,이은수,철학과(서양철학전공),113.803(012),금(13:00~15:50),10,0,3,
[대학원],[논문],대학원논문연구,,철학과(동양철학전공),113.803(005),금(09:30~12:20),10,0,3,
[대학원],[논문],대학원논문연구,이풍실,철학과(서양철학전공),113.803(011),,10,0,3,
[대학원],[논문],대학원논문연구,이행남,철학과(서양철학전공),113.803(010),,10,0,3,
[대학원],[논문],대학원논문연구,이석재,철학과(서양철학전공),113.803(008),,10,0,3,
[대학원],[논문],대학원논문연구,강성훈,철학과(서양철학전공),113.803(009),,10,0,3,
[학사],[전선],도교개론,김지현,종교학과,114.216(001),화(10:00~12:50),30,0,3,
[대학원],[논문],대학원논문연구,이우람,철학과(서양철학전공),113.803(014),,10,0,3,
[대학원],[논문],대학원논문연구,오근창,철학과(서양철학전공),113.803(013),,10,0,3,
[대학원],[논문],대학원논문연구,공유진,철학과(서양철학전공),113.803(015),,10,0,3,
[학사],[전선],미술사론,강미정,미학과,115.313(001),수(12:30~15:20),40,0,3,
[대학원],[논문],대학원논문연구,성해영,종교학과,114.803(005),,10,0,3,
[대학원],[논문],대학원논문연구,손은실,종교학과,114.803(007),,10,0,3,
[대학원],[논문],대학원논문연구,김지현,종교학과,114.803(006),,10,0,3,
[학사],[전선],미학졸업논문지도,권혁성,미학과,115.444(001),수(11:00~13:50),30,0,3,
[대학원],[전선],미학사연습 2,권혁성,미학과,115.601(001),월(13:00~15:50),15,0,3,
[대학원],[전선],미술사회학연습,김진엽,미학과,115.714(001),화(13:00~15:50),15,0,3,
[대학원],[논문],대학원논문연구,권혁성,미학과,115.803(006),,10,0,3,
[대학원],[논문],대학원논문연구,박정훈,미학과,115.803(007),,10,0,3,
[대학원],[논문],대학원논문연구,박상우,미학과,115.803(005),,10,0,3,
[학사],[전선],미술사실습,정수진,고고미술사학과(미술사학전공),116.324(001),월(10:00~12:50),30,0,3,
[학사],[전선],문화유산관리와 박물관,,고고미술사학과(고고학전공),116.222A(001),금(14:00~16:50),30,0,3,
[학사],[전선],미술사연구이론,한유나,고고미술사학과(미술사학전공),116.427A(001),금(10:00~12:50),30,0,3,
[대학원],[논문],대학원논문연구,이해완,미학과,115.803(008),,10,0,3,
[대학원],[전선],르네상스미술연습,신준형,고고미술사학과(미술사학전공),116.666(001),수(13:00~15:50),30,0,3,
[대학원],[전선],불교미술연구,이주형,고고미술사학과(미술사학전공),116.645A(001),화(14:00~16:50),30,0,3,
[대학원],[전선],동양미술사연구,김정희,고고미술사학과(미술사학전공),116.642(001),금(10:00~12:50),30,0,3,
[대학원],[논문],대학원논문연구,Jennifer Bates,고고미술사학과(고고학전공),116.803(005),,30,0,3,
[대학원],[논문],대학원논문연구,신준형,고고미술사학과(미술사학전공),116.803(007),,30,0,3,
[대학원],[논문],대학원논문연구,박정호,고고미술사학과(미술사학전공),116.803(008),,30,0,3,
[대학원],[논문],대학원논문연구,이주형,고고미술사학과(미술사학전공),116.803(006),,30,0,3,
[학사],[전선],사회발전론,장경섭,사회학과,205.238A(001),수(15:30~18:20),40,0,3,
[학사],[전선],사회계층과 불평등,이도훈,사회학과,205.210A(001),월(12:00~14:50),40,0,3,
[대학원],[전선],사회학이론연구 (고전과 현대의 관점들),서이종,사회학과,205.714(001),목(09:30~12:20),24,0,3,
[대학원],[전선],사회학이론구성세미나,이재열,사회학과,205.730A(001),수(09:30~12:20),20,0,3,
[대학원],[전선],사회연결망분석세미나,김기훈,사회학과,205.766(001),수(16:00~17:50) 수(18:00~19:50),20,0,3,
[대학원],[논문],대학원논문연구,박경숙,사회학과,205.803(005),,10,0,3,
[대학원],[논문],대학원논문연구,이재열,사회학과,205.803(008),,10,0,3,
[대학원],[논문],대학원논문연구,이도훈,사회학과,205.803(007),,10,0,3,
[대학원],[논문],대학원논문연구,서이종,사회학과,205.803(006),,10,0,3,
[학사],[전선],문화와 언어,조숙정,인류학과,206.307(001),수(15:30~18:20),40,0,3,
[대학원],[논문],대학원논문연구,장경섭,사회학과,205.803(010),,10,0,3,
[대학원],[논문],대학원논문연구,추지현,사회학과,205.803(012),,10,0,3,
[대학원],[논문],대학원논문연구,임동균,사회학과,205.803(009),,10,0,3,
[대학원],[논문],대학원논문연구,장덕진,사회학과,205.803(011),,10,0,3,
[대학원],[논문],대학원논문연구,,사회학과,205.803(013),,10,0,3,
[학사],[전선],문화와 권력,채수홍,인류학과,206.320(001),월(15:30~18:20),40,0,3,
[대학원],[논문],대학원논문연구,이현정,인류학과,206.803(006),,10,0,3,
[대학원],[논문],대학원논문연구,이승철,인류학과,206.803(005),,10,0,3,
[학사],[전선],사회심리학 및 실험,최인철,심리학과,207.230(001),목(14:00~15:50) 목(16:00~17:50),50,0,3,
[대학원],[논문],대학원논문연구,Olga Fedorenko,인류학과,206.803(009),,10,0,3,
[대학원],[논문],대학원논문연구,정향진,인류학과,206.803(007),,10,0,3,
[대학원],[논문],대학원논문연구,채수홍,인류학과,206.803(008),,10,0,3,
[대학원],[논문],대학원논문연구,이수현,심리학과,207.803(009),,15,0,3,
[대학원],[논문],대학원논문연구,안우영,심리학과,207.803(006),,15,0,3,
[대학원],[논문],대학원논문연구,김가원,심리학과,207.803(008),,15,0,3,
[대학원],[논문],대학원논문연구,Sowon Hahn,심리학과,207.803(005),,15,0,3,
[대학원],[논문],대학원논문연구,차지욱,심리학과,207.803(007),,15,0,3,
[학사],[전선],산업입지와 정책,구양미,지리학과,208.323A(001),수(12:00~14:50),30,0,3,
[학사],[전선],문화지리학,이강원,지리학과,208.322(001),목(15:00~17:50),50,0,3,
[대학원],[논문],대학원논문연구,김향숙,심리학과,207.803(010),,15,0,3,
[대학원],[논문],대학원논문연구,이해연,심리학과,207.803(011),,15,0,3,
[대학원],[논문],대학원논문연구,,심리학과,207.803(012),,15,0,3,
[대학원],[전선],도시지리학세미나,손정렬,지리학과,208.546(001),화(10:00~12:50),20,0,3,
[대학원],[전선],도시경제지리학,구양미,지리학과,208.544(001),월(14:00~16:50),20,0,3,
[대학원],[논문],대학원논문연구,Edo Han Siu Andriesse,지리학과,208.803(006),월(18:00~20:50),10,0,3,
[대학원],[논문],대학원논문연구,박정재,지리학과,208.803(005),금(18:00~20:50),10,0,3,
[학사],[전선],사회복지행정,이봉주,사회복지학과,209.212(001),화(15:00~17:50),50,0,3,
[학사],[전선],사회복지정책,구인회,사회복지학과,209.304(001),화(09:00~11:50),70,0,3,
[대학원],[논문],대학원논문연구,이강원,지리학과,208.803(009),목(18:00~20:50),10,0,3,
[대학원],[논문],대학원논문연구,이건학,지리학과,208.803(007),화(18:00~20:50),10,0,3,
[대학원],[논문],대학원논문연구,신혜란,지리학과,208.803(008),수(18:00~20:50),10,0,3,
[대학원],[전선],사회복지프로그램 평가와 분석,이봉주,사회복지학과,209.734(001),금(10:00~12:50),30,0,3,
[대학원],[전선],사회복지실천이론,강상경,사회복지학과,209.613B(001),월(09:00~11:50),20,0,3,
[학사],[전선],사회복지실천론,김혜란,사회복지학과,209.320(001),수(15:00~17:50),50,0,3,
[대학원],[전선],사회복지통계 2,홍백의,사회복지학과,209.550(001),화(12:00~14:50),30,0,3,
[학사],[전선],사회복지현장실습,YOO JOAN PAEK,사회복지학과,209.319(001),,50,0,3,
[대학원],[논문],대학원논문연구,홍백의,사회복지학과,209.803(005),수(09:00~11:50),5,0,3,
[대학원],[논문],대학원논문연구,박정민,사회복지학과,209.803(006),금(10:00~12:50),5,0,3,
[대학원],[논문],대학원논문연구,김수영,사회복지학과,209.803(009),월(15:00~17:50),5,0,3,
[대학원],[논문],대학원논문연구,YOO JOAN PAEK,사회복지학과,209.803(007),,5,0,3,
[대학원],[논문],대학원논문연구,하정화,사회복지학과,209.803(008),,5,0,3,
[대학원],[논문],대학원논문연구,이종성,사회복지학과,209.803(010),,5,0,3,
[학사],[전선],미디어 현장 연습,,언론정보학과,211.423(001),,40,0,3,
[학사],[전선],비판커뮤니케이션론,양차미,언론정보학과,211.303(001),,40,0,3,
[학사],[전선],미디어법률과 제도,탁재택,언론정보학과,211.324A(001),,40,0,3,
[대학원],[전선],미디어연구세미나 (미디어 인프라구조 연구),양차미,언론정보학과,211.665(001),,20,0,3,
[대학원],[전선],미디어문화연구,홍석경,언론정보학과,211.646(001),,20,0,3,
[대학원],[전선],문화콘텐츠와 커뮤니케이션,김은미,언론정보학과,211.661(001),,20,0,3,
[대학원],[전선],비판커뮤니케이션이론연구,강재호,언론정보학과,211.615(001),,20,0,3,
[학사],[전필],미시경제이론,Gueron Yves,경제학부,212.201(001),수(12:00~14:50),120,0,3,
[학사],[전필],미시경제이론,,경제학부,212.201(002),목(09:30~12:20),200,0,3,
[학사],[전선],디지털영상실습2,언론정보학과(연합전공,정보문화학),2114.413A(001),,40,0,3,
[학사],[전선],사운드인터랙션,언론정보학과(연합전공,정보문화학),2114.416(001),,20,0,3,
[학사],[전선],산업조직론,조성진,경제학부,212.317(001),화(09:00~11:50),50,0,3,
